unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri
"1775CCF7-F3CB-38BA-E063-4704A8C05A7C","300000","2024-03-28","L23 0QL","S","N","F","","6","MELROSE AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","B","http://landregistry.data.gov.uk/data/ppi/transaction/1775CCF7-F3CB-38BA-E063-4704A8C05A7C/current"
"1EAE3DF6-C0FB-9EB1-E063-4704A8C09D02","236000","2024-06-28","L23 0QQ","S","N","F","","138","STUART ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-C0FB-9EB1-E063-4704A8C09D02/current"
"1C3E72FF-0CEE-F410-E063-4804A8C0DFA6","231000","2024-05-17","L23 0QQ","S","N","F","","138","STUART ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","B","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FF-0CEE-F410-E063-4804A8C0DFA6/current"
"1EAE3DF6-BD6B-9EB1-E063-4704A8C09D02","200000","2024-03-21","L23 0QQ","S","N","F","","146","STUART ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BD6B-9EB1-E063-4704A8C09D02/current"
"1C3E72FE-6165-F410-E063-4804A8C0DFA6","290000","2024-05-17","L23 0QS","S","N","F","","9","MYERS ROAD EAST","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-6165-F410-E063-4804A8C0DFA6/current"
"1EAE3DF6-BDA4-9EB1-E063-4704A8C09D02","199500","2024-06-26","L23 0QZ","S","N","F","","58","MYERS ROAD EAST","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BDA4-9EB1-E063-4704A8C09D02/current"
"1EAE3DF6-BDB5-9EB1-E063-4704A8C09D02","325000","2024-07-10","L23 0RD","S","N","F","","18","WHITHAM AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BDB5-9EB1-E063-4704A8C09D02/current"
"1C3E72FE-5F5E-F410-E063-4804A8C0DFA6","261000","2024-05-17","L23 0RY","S","N","F","","15A","DORBETT DRIVE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-5F5E-F410-E063-4804A8C0DFA6/current"
"1A0C5C63-7B7D-7CBE-E063-4804A8C06C96","253500","2024-04-29","L23 0SN","S","N","F","","23","NAZEBY AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1A0C5C63-7B7D-7CBE-E063-4804A8C06C96/current"
"1C3E72FE-64A6-F410-E063-4804A8C0DFA6","240000","2024-05-23","L23 0SX","S","N","F","","18","DERWENT ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-64A6-F410-E063-4804A8C0DFA6/current"
"152AB733-FA60-E651-E063-4704A8C061D9","280000","2024-03-08","L23 0TB","S","N","F","","10","RYDAL AVENUE","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/152AB733-FA60-E651-E063-4704A8C061D9/current"
"1EAE3DF6-BD7C-9EB1-E063-4704A8C09D02","275000","2024-03-18","L23 0TN","S","N","F","","48","BROWNMOOR PARK","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BD7C-9EB1-E063-4704A8C09D02/current"
"1EAE3DF6-BF57-9EB1-E063-4704A8C09D02","161000","2024-04-03","L23 0TT","F","N","L","FLAT 1","BROOKSIDE COURT","ENDBUTT LANE","GREAT CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BF57-9EB1-E063-4704A8C09D02/current"
"1775CCF7-6041-38BA-E063-4704A8C05A7C","145000","2024-04-05","L23 0TT","F","N","L","FLAT 7","BROOKSIDE COURT","ENDBUTT LANE","GREAT CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1775CCF7-6041-38BA-E063-4704A8C05A7C/current"
"1C3E72FE-6139-F410-E063-4804A8C0DFA6","315000","2024-06-24","L23 0TY","S","N","F","","58","ENDBUTT LANE","GREAT CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-6139-F410-E063-4804A8C0DFA6/current"
"1A0C5C63-78BD-7CBE-E063-4804A8C06C96","265000","2024-03-27","L23 0UN","S","N","F","","5","MORNINGSIDE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1A0C5C63-78BD-7CBE-E063-4804A8C06C96/current"
"1775CCF7-6061-38BA-E063-4704A8C05A7C","240000","2024-04-10","L23 0YE","F","N","L","FLAT 9","MILLENNIUM COURT, 4","COLLEGE ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1775CCF7-6061-38BA-E063-4704A8C05A7C/current"
"1EAE3DF6-BE83-9EB1-E063-4704A8C09D02","200000","2024-06-28","L23 1TB","S","N","F","","25A","WATER STREET","THORNTON","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BE83-9EB1-E063-4704A8C09D02/current"
"1775CCF7-5F37-38BA-E063-4704A8C05A7C","202000","2024-03-28","L23 1TH","D","N","F","","13","HALIFAX CRESCENT","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1775CCF7-5F37-38BA-E063-4704A8C05A7C/current"
"1C3E72FE-62BE-F410-E063-4804A8C0DFA6","333045","2024-05-31","L23 2RP","S","N","F","","1","ROWENA CLOSE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-62BE-F410-E063-4804A8C0DFA6/current"
"1C3E72FE-624A-F410-E063-4804A8C0DFA6","290000","2024-05-03","L23 2RR","S","N","F","","4","MOORSIDE ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-624A-F410-E063-4804A8C0DFA6/current"
"1775CCF7-5F48-38BA-E063-4704A8C05A7C","225000","2024-04-05","L23 2SL","S","N","F","","2","DURBAN AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1775CCF7-5F48-38BA-E063-4704A8C05A7C/current"
"1EAE3DF6-BF93-9EB1-E063-4704A8C09D02","395000","2024-05-16","L23 2TF","S","N","F","","37","LITTLE CROSBY ROAD","GREAT CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BF93-9EB1-E063-4704A8C09D02/current"
"1EAE3DF6-BFC6-9EB1-E063-4704A8C09D02","185000","2024-07-10","L23 2TT","T","N","F","","4","LONGFIELD AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BFC6-9EB1-E063-4704A8C09D02/current"
"1EAE3DF6-C08D-9EB1-E063-4704A8C09D02","383000","2024-03-08","L23 2UP","S","N","F","","4","MOOR DRIVE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-C08D-9EB1-E063-4704A8C09D02/current"
"1EAE3DF6-C18C-9EB1-E063-4704A8C09D02","410000","2024-06-12","L23 3AN","D","N","F","","1A","ROSSETT ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-C18C-9EB1-E063-4704A8C09D02/current"
"1C3E72FE-6123-F410-E063-4804A8C0DFA6","110000","2024-03-22","L23 3AN","F","N","L","FLAT 4","53","ROSSETT ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-6123-F410-E063-4804A8C0DFA6/current"
"1EAE3DF7-6816-9EB1-E063-4704A8C09D02","250000","2024-06-20","L23 3AS","O","N","F","","157","COLLEGE ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","B","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF7-6816-9EB1-E063-4704A8C09D02/current"
"152AB733-F947-E651-E063-4704A8C061D9","70000","2024-03-15","L23 3AW","F","N","L","FLAT 2","54","ROSSETT ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/152AB733-F947-E651-E063-4704A8C061D9/current"
"1EAE3DF6-BDC1-9EB1-E063-4704A8C09D02","245000","2024-03-28","L23 3AZ","T","N","F","","48","SUNNYSIDE ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BDC1-9EB1-E063-4704A8C09D02/current"
"1EAE3DF6-C03B-9EB1-E063-4704A8C09D02","185000","2024-03-28","L23 3BB","T","N","F","","33","CROSENDER ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-C03B-9EB1-E063-4704A8C09D02/current"
"1C3E72FE-6223-F410-E063-4804A8C0DFA6","460000","2024-05-23","L23 3BP","S","N","F","","80","CORONATION DRIVE","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-6223-F410-E063-4804A8C0DFA6/current"
"1EAE3DF6-C0A3-9EB1-E063-4704A8C09D02","185000","2024-07-15","L23 3DS","F","N","L","FLAT 14","ALEXANDRA COURT","COLLEGE ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-C0A3-9EB1-E063-4704A8C09D02/current"
"1C3E72FE-61D9-F410-E063-4804A8C0DFA6","320000","2024-05-17","L23 4UH","S","N","F","","9","WOODLAND VIEW","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-61D9-F410-E063-4804A8C0DFA6/current"
"1EAE3DF6-C2CF-9EB1-E063-4704A8C09D02","415000","2024-06-24","L23 4UQ","D","N","F","","10","CHELLOW DENE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-C2CF-9EB1-E063-4704A8C09D02/current"
"1EAE3DF6-BF61-9EB1-E063-4704A8C09D02","200000","2024-06-21","L23 5RX","T","N","F","","3","SECOND AVENUE","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BF61-9EB1-E063-4704A8C09D02/current"
"1EAE3DF6-C119-9EB1-E063-4704A8C09D02","425000","2024-07-10","L23 5TA","S","N","F","","1A","KIMBERLEY DRIVE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-C119-9EB1-E063-4704A8C09D02/current"
"1C3E72FF-0C27-F410-E063-4804A8C0DFA6","201450","2024-03-11","L23 5TT","T","N","F","","89","YORK ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","B","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FF-0C27-F410-E063-4804A8C0DFA6/current"
"1C3E72FE-6088-F410-E063-4804A8C0DFA6","132000","2024-06-07","L23 5UJ","F","N","L","FLAT 2","SANDALWOOD, 83","CORONATION ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-6088-F410-E063-4804A8C0DFA6/current"
"1C3E72FE-6104-F410-E063-4804A8C0DFA6","315000","2024-05-30","L23 6SR","F","N","L","FLAT 3","WESTON COURT","BURBO BANK ROAD SOUTH","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-6104-F410-E063-4804A8C0DFA6/current"
"1EAE3DF6-BF20-9EB1-E063-4704A8C09D02","150000","2024-07-12","L23 6TA","F","N","L","FLAT 1","CHANNEL REACH","CHANNEL ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BF20-9EB1-E063-4704A8C09D02/current"
"1EAE3DF7-6925-9EB1-E063-4704A8C09D02","540000","2024-03-15","L23 6TF","F","N","F","","14","BLUNDELLSANDS ROAD WEST","","LIVERPOOL","SEFTON","MERSEYSIDE","B","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF7-6925-9EB1-E063-4704A8C09D02/current"
"1C3E72FE-6065-F410-E063-4804A8C0DFA6","250000","2024-06-14","L23 6TL","F","N","L","","24","FOUNTAIN COURT","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-6065-F410-E063-4804A8C0DFA6/current"
"1775CCF7-5F5D-38BA-E063-4704A8C05A7C","96000","2024-03-28","L23 6TS","F","N","L","2","ANNEXE SOMERFORD HOUSE","NICHOLAS ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1775CCF7-5F5D-38BA-E063-4704A8C05A7C/current"
"1C3E72FE-6064-F410-E063-4804A8C0DFA6","110000","2024-04-26","L23 6TS","F","N","L","FLAT 42","SOMERFORD HOUSE, 2","NICHOLAS ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-6064-F410-E063-4804A8C0DFA6/current"
"1EAE3DF6-BF43-9EB1-E063-4704A8C09D02","151000","2024-06-27","L23 6UB","F","N","L","FLAT 4","WARREN COURT","WARREN ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BF43-9EB1-E063-4704A8C09D02/current"
"1A0C5C63-FF72-7CBE-E063-4804A8C06C96","110000","2024-05-10","L23 6UT","F","N","L","FLAT 5","DRUMMOYNE COURT","THE SERPENTINE NORTH","","LIVERPOOL","SEFTON","MERSEYSIDE","B","http://landregistry.data.gov.uk/data/ppi/transaction/1A0C5C63-FF72-7CBE-E063-4804A8C06C96/current"
"1EAE3DF6-BDE9-9EB1-E063-4704A8C09D02","170000","2024-04-05","L23 6XG","F","N","L","26","BRONSHILL","THE SERPENTINE SOUTH","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BDE9-9EB1-E063-4704A8C09D02/current"
"1EAE3DF6-C0EC-9EB1-E063-4704A8C09D02","157500","2024-07-01","L23 6XN","F","N","L","FLAT 22","GAYWOOD COURT","NICHOLAS ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-C0EC-9EB1-E063-4704A8C09D02/current"
"1C3E72FE-6134-F410-E063-4804A8C0DFA6","260000","2024-06-21","L23 6YD","S","N","F","","1","RAMLEH PARK","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-6134-F410-E063-4804A8C0DFA6/current"
"1EAE3DF6-BFE0-9EB1-E063-4704A8C09D02","205000","2024-07-16","L23 7TG","S","N","F","","72","ALEXANDRA ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BFE0-9EB1-E063-4704A8C09D02/current"
"1EAE3DF6-C2DB-9EB1-E063-4704A8C09D02","310000","2024-06-21","L23 7TG","S","N","F","","80","ALEXANDRA ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-C2DB-9EB1-E063-4704A8C09D02/current"
"1A0C5C63-78AD-7CBE-E063-4804A8C06C96","400000","2024-05-15","L23 7TY","S","N","F","","28","CAMBRIDGE ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1A0C5C63-78AD-7CBE-E063-4804A8C06C96/current"
"1EAE3DF6-C008-9EB1-E063-4704A8C09D02","420000","2024-07-05","L23 7UW","S","N","F","","70","ST MICHAELS ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-C008-9EB1-E063-4704A8C09D02/current"
"1EAE3DF6-BECD-9EB1-E063-4704A8C09D02","450000","2024-03-27","L23 7XF","S","N","F","","58","INCE AVENUE","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BECD-9EB1-E063-4704A8C09D02/current"
"1EAE3DF6-BDBF-9EB1-E063-4704A8C09D02","400000","2024-03-15","L23 7YJ","S","N","F","","3","BONNINGTON AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BDBF-9EB1-E063-4704A8C09D02/current"
"1EAE3DF6-C2E0-9EB1-E063-4704A8C09D02","685000","2024-03-28","L23 8SD","D","N","F","","18","ST MICHAELS ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-C2E0-9EB1-E063-4704A8C09D02/current"
"1C3E72FE-6024-F410-E063-4804A8C0DFA6","1250000","2024-05-31","L23 8TA","D","N","L","","22","BURBO BANK ROAD NORTH","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-6024-F410-E063-4804A8C0DFA6/current"
"1A0C5C63-7BC4-7CBE-E063-4804A8C06C96","585000","2024-04-17","L23 8UQ","T","N","F","","WATERSIDE, 28","VICTORIA ROAD WEST","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1A0C5C63-7BC4-7CBE-E063-4804A8C06C96/current"
"152AB733-F901-E651-E063-4704A8C061D9","86000","2024-03-12","L23 8XB","F","N","L","FLAT 14","HOMEDOVE HOUSE","BLUNDELLSANDS ROAD EAST","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/152AB733-F901-E651-E063-4704A8C061D9/current"
"1775CCF7-615B-38BA-E063-4704A8C05A7C","309000","2024-03-25","L23 9AE","D","N","L","","38","BRAID CRESCENT","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1775CCF7-615B-38BA-E063-4704A8C05A7C/current"
"1EAE3DF6-BFFD-9EB1-E063-4704A8C09D02","210000","2024-06-19","L23 9SE","S","N","F","","61","BROWNMOOR LANE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-BFFD-9EB1-E063-4704A8C09D02/current"
